patient_id,x0,x1,x2,x3
150,-0.38884804,-0.756284,0.073819354,-0.44363827
151,0.66773623,-0.66095257,-0.2208101,-1.9885738
152,0.6065817,-0.08499552,-0.09276411,-1.5041467
153,1.3688956,0.5188724,2.1312387,-0.40946332
154,1.1996174,-0.44572592,1.7805135,1.8295292
155,-0.49452543,1.2450612,0.076311834,-0.30104855
156,1.1065143,-1.7244083,-0.044436246,-0.48391238
157,2.193208,0.7528677,-1.7524496,-0.012621702
158,0.47784832,-0.5422086,0.818627,0.40609127
159,-0.14940077,-0.7643775,-1.3423979,2.6489341
160,0.15724346,0.030474497,0.36912775,-0.66767675
161,0.4736372,1.3235686,0.69809484,-1.239605
162,-0.4841304,0.2778019,0.46668112,-1.242756
163,0.7370548,0.7983979,-0.17768706,0.17169628
164,-1.1033953,0.35089275,2.077491,0.62387973
165,-0.007062093,-0.3770845,-1.3682067,0.26735967
166,0.23529203,0.047901638,-0.23981532,-0.8538686
167,-1.0578628,0.73917675,0.6876851,-0.31231502
168,-0.3127525,-0.8760325,1.9984002,-0.026306778
169,-0.68043166,1.0779433,0.254354,0.16720554
170,0.15735155,-1.2174926,0.39858818,1.9569895
171,0.50238204,1.2582644,0.06636648,-1.0835698
172,-1.4056255,1.0617131,0.8165202,-1.6675276
173,0.10191501,-0.3402943,-0.43415388,-0.6622563
174,-0.514071,-0.47358724,-0.47458845,1.4268838
175,-2.3864396,-0.36576653,-0.82567525,-0.4169468
176,0.35045093,-0.5656515,0.8575478,0.4014745
177,0.25900885,0.22650152,0.33779556,-0.6266409
178,0.14107017,0.10365406,-0.6795403,0.26764074
179,0.18964061,-0.5457258,0.009523062,-0.74348503
180,-1.1030939,0.96007264,1.1090556,-1.631327
181,-0.14395839,-0.16088423,-0.57013613,0.86032087
182,0.2417849,-0.5713772,-2.5406802,0.83982706
183,1.193275,-0.16935009,1.1189413,0.3093658
184,0.2823199,-2.0484636,-0.31955037,-1.0187391
185,-0.9461763,-0.84101653,-0.71814805,-0.9789674
186,0.43710607,1.1313998,-0.8339746,-0.7329045
187,0.38952413,0.29066315,-1.3223268,0.90403694
188,-0.17141946,-0.9726797,-0.033467967,0.5186465
189,-0.8478865,1.3303492,0.35861495,1.1455435
190,1.8296018,-0.40945593,0.17781422,0.68182796
191,1.1223463,-0.025521513,-0.5984699,-0.7463942
192,0.03428527,1.9584602,-0.266032,0.15281779
193,0.5901725,0.46911153,0.81176764,0.9448076
194,0.7525008,1.0391917,-0.7279744,1.0906341
195,-0.5730585,1.8867406,0.5117179,1.984532
196,-0.93774235,0.05663598,-0.24237816,1.2464273
197,-1.0552838,0.20199654,1.7085167,-0.29693064
198,-0.09585867,-0.8529181,-0.31140444,2.7608457
199,-0.4452264,1.218606,1.1201732,-0.96654606
200,-2.2820415,-2.033863,0.4565704,1.4784338
201,0.24430291,1.2584604,1.4077945,-2.1105273
202,0.74819326,-0.9381844,1.1165699,1.2682724
203,0.6818988,-0.26834565,0.8768017,-0.14085993
204,1.2940649,1.6222477,-0.27262446,0.650686
205,1.108589,0.7853336,-2.036555,-0.741517
206,-0.11024843,-0.0755485,-0.388205,0.33071473
207,-0.98204434,-2.2225375,0.3399988,-0.15883514
208,-0.049487077,0.115281835,0.6078158,1.5472695
209,0.28374752,-0.17709231,0.10408304,-1.693502
210,-0.70189244,-0.04988285,0.3414934,-0.03292118
211,0.2925443,1.1715456,0.03755876,0.46952927
212,1.2655975,-0.9690089,-1.9205165,0.18390644
213,-1.0621654,0.53959256,-0.026460748,-1.4332254
214,0.5927139,1.0142627,1.7754624,1.6688981
215,-0.74770725,-0.76726854,1.3829485,-0.0939619
216,1.2738402,0.21114904,-0.113360405,-0.24482779
217,-0.5448448,0.27982485,0.24966423,0.027787723
218,0.019780114,-0.6634753,0.7971019,0.3843363
219,0.15317573,0.17865674,0.9777293,0.07911894
220,-0.62905306,-2.047669,0.6043886,0.23719577
221,-0.201887,-1.7947223,0.6022881,-0.3645595
222,0.59072727,0.9170569,-0.71406394,-1.6246549
223,-0.8594279,-0.5899658,-0.8317475,-1.0844792
224,-0.6369207,-0.18599567,-0.56306696,0.21987927
225,-0.11070568,-0.2936293,-0.39577997,-0.37129858
226,1.7638254,1.207141,0.5091815,1.5940564
227,1.2851771,0.2820896,-0.06107702,0.67355305
228,0.18139955,0.9211212,-0.49351326,-1.5632167
229,1.2563714,-1.0785367,-1.7036031,1.6713766
230,0.7346173,-0.26307982,0.12281047,-0.20157354
231,1.9331264,-1.0669744,0.2029897,-0.9335612
232,1.9796714,0.4612865,1.0236173,2.5509412
233,-1.2073636,0.31766054,0.0122917965,-0.16492642
234,-0.15483773,0.39467886,0.115756035,1.9670049
235,1.0114151,-0.46847504,-0.27313042,-0.81701565
236,0.7620347,-0.92503655,0.2752313,-0.6161165
237,0.30923846,0.46956474,0.3595351,1.359261
238,0.3200155,-0.15045184,-0.103129596,-0.26040378
239,-1.3300692,-1.3936534,0.21565191,0.52155334
240,-1.786222,0.1871539,-1.0047392,-0.9740117
241,3.2170486,-0.9187139,0.43949476,-1.8972175
242,-2.9710922,-0.71555924,0.40319434,0.5795228
243,0.98043764,-0.13899729,-0.3284434,-0.042502034
244,-0.846083,0.2604226,-0.9767831,-0.705813
245,-0.9387666,1.6044198,-2.711748,-0.64294946
246,1.3241614,0.5066122,1.1169416,1.5799745
247,0.12634972,-0.79465616,0.5887394,-0.67062545
248,-0.72521156,0.9420052,2.1867456,-0.5307835
249,-0.34677732,0.63106847,-1.0158608,-0.4564308
250,0.85375184,1.2536799,0.44454494,0.7629933
251,-0.04930669,1.2063091,-1.0986738,0.8607262
252,-1.1920922,-1.4492363,1.5688622,1.4316126
253,-0.1873234,0.6991975,2.0855052,1.5317818
254,-0.2463844,0.3814016,1.887222,-0.43779296
255,1.276883,0.33874905,0.5621257,-0.32822028
256,-1.1186398,0.19997728,1.4503533,0.8588916
257,1.3868673,0.64796704,-0.6393287,1.0374733
258,0.393524,0.34774518,0.6454637,-1.5500785
259,-1.089287,0.6333412,-0.31261197,-0.8285681
260,0.9967484,-1.0633391,-1.5317681,-1.440605
261,-2.8632586,-1.2657157,-1.3406067,0.61192214
262,0.30847248,1.0108706,-1.3536384,0.30710053
263,-1.3012089,0.55974835,0.9527694,0.43859228
264,-0.009223948,0.4654623,-0.13823025,1.0811521
265,-1.4735461,-2.0845363,0.031815853,1.763384
266,1.246089,0.3180074,-0.13211088,0.18400311
267,0.13193771,0.6093613,0.78434676,0.9972108
268,0.3224418,0.22796726,-0.47085276,-0.13979065
269,0.52803624,0.752195,-1.2061648,-1.4472687
270,-0.6279745,-0.17303924,-2.5839179,2.0521455
271,0.26281676,0.067833394,0.037239827,-0.15344182
272,2.4077208,0.04813467,-2.0467837,-1.9372711
273,-0.17573966,-1.2547181,-1.0427954,0.94495994
274,0.6681625,0.445686,1.2384709,-0.14964317
275,1.0914786,-0.37994185,0.93384093,1.127241
276,1.9578029,-0.18526128,-0.5235548,-1.1650238
277,0.47408485,-0.5186007,-0.31275177,0.6674705
278,0.8684294,-1.7833169,-1.6938463,-0.45352557
279,0.56268644,-1.0238953,-1.7500623,-0.29328635
280,-0.7464248,-0.0101415925,-0.71271276,0.77787083
281,0.27468997,-0.99502265,0.8346896,-0.92900914
282,1.1880703,-0.5881178,0.2569523,0.03513255
283,0.93976134,0.13023308,1.557304,0.3929531
284,0.93457496,0.2518863,-0.15121745,1.5890162
285,0.313079,0.40548846,-0.72731155,1.6803522
286,0.08065998,-0.78832084,1.2990876,-2.3095639
287,-1.3754811,-0.17856221,-0.63030624,-1.0701051
288,0.44028172,2.0898519,0.27303925,-0.4530497
289,-1.1740464,0.0038679165,0.97690004,-0.743616
290,2.2170284,1.3707082,-0.008222117,-0.7033276
291,0.44263896,-0.16464907,-1.0535667,0.22658285
292,0.640056,-0.03232646,0.5210525,1.3101093
293,1.9104114,1.1190228,-1.2453545,-1.6611041
294,-1.9138502,2.099831,-2.0330775,-1.3340539
295,2.5030427,-1.028611,0.72959083,0.6230798
296,0.79434925,-0.65296435,0.65027446,0.69566697
297,0.82554454,-0.31457326,1.9466852,-0.49273783
298,0.77045614,1.4820306,0.690105,0.24337213
299,-1.1879138,0.47408783,-0.21225786,0.35646072
300,-0.67128307,1.9593667,-0.51084834,0.69699824
301,-1.6227913,-0.5943595,0.45694387,-0.11515471
302,-0.9893726,0.27278644,0.3880673,-0.5891876
303,1.2078062,0.5208284,0.8771808,-0.6793849
304,0.33097762,-0.6055513,0.42706048,1.4229426
305,0.7242307,-0.98409563,-0.1210945,-1.7560111
306,0.6695971,2.0144074,-1.110714,-0.17757855
307,-1.4602878,0.70581985,0.14414996,1.1690792
308,0.92893064,-1.1952181,0.8277822,1.9508346
309,-1.3496773,0.3247936,0.5165908,0.42830664
310,-0.14113757,1.3765209,0.748173,-0.63616735
311,-0.465873,0.2958256,-0.17719777,1.9215653
312,-0.12074714,2.1757557,0.68434066,-1.2630229
313,-1.5942444,1.2953136,1.5119917,0.38092673
314,2.3007953,-0.008329492,0.1455778,-1.4688095
315,-0.9132445,-3.2673094,0.25025865,-0.6185688
316,-1.4703648,-0.1640013,0.45009407,-0.64108235
317,-0.5575642,-0.21736655,-0.11035463,1.0446335
318,1.0311067,-0.30628014,-1.7113256,-0.7648715
319,1.0853163,-0.74719733,-1.5742804,-3.1401196
320,-0.8407632,-0.34660888,-1.5526186,-0.005273934
321,1.1723306,1.6062393,-0.9890826,1.092391
322,1.4456153,0.33995607,2.1947918,-0.83103824
323,-0.7751157,-1.9077994,-0.8466422,1.330457
324,0.94922435,-0.5252412,1.1135186,-0.309231
325,1.6259522,0.6223303,-0.12174555,-0.5928338
326,-0.053713117,-0.91675705,1.1895045,1.7030206
327,0.13367306,0.49473462,0.7289622,0.81561875
328,2.05995,-0.27130732,0.790234,1.13075
329,1.2385867,0.581991,-0.17980327,0.02165895
330,1.1626052,-0.6324812,-0.73569673,-0.46364203
331,-1.8737878,-0.5479746,-0.14977741,1.0436451
332,-1.0803213,0.568465,-1.2547892,-2.7077198
333,0.7194648,0.7408741,-0.37093085,0.454913
334,-0.45615795,0.023197567,0.26851413,-0.44854727
335,-0.550146,0.3328305,-1.353563,-0.84543854
336,0.4137917,0.14315689,-0.7852275,0.84543437
337,-0.48884368,-0.41317952,0.85455835,-0.2188334
338,1.108228,0.9378353,-0.24865848,-0.54239297
339,-1.495434,-1.7717999,-0.44968566,-1.8173021
340,-0.6595142,0.24553439,-0.3650554,-0.065568216
341,-0.7626912,0.5612697,0.08142904,-1.8451635
342,-0.59569204,0.6494491,0.6555364,-0.11503431
343,0.2930829,-0.10957197,1.3126726,0.19183357
344,2.4827352,-0.86515814,0.06718235,1.2062275
345,1.3494674,-1.0222981,-0.25746205,-0.4192377
346,0.28737575,-0.47473678,0.42694086,0.7967051
347,1.1838368,-1.41781,-1.252839,0.3588823
348,0.4689066,0.48195663,2.5463736,2.360486
349,-0.29873258,-1.5348148,-0.0975582,1.3641499
350,-1.0596024,1.1710786,-0.39563528,-0.27247673
351,-0.38586298,0.7413571,0.5629606,-0.039907895
352,-0.008902524,-0.06733401,-0.6290866,-0.792535
353,0.35993204,-2.2565832,-1.9680004,-0.004073146
354,1.556631,0.41955987,0.48689327,1.9146963
355,-0.5853163,0.21450709,0.62465537,-0.40639076
356,-0.52175057,-1.4188855,-1.989057,0.02977359
357,1.2573526,2.3017855,0.40512696,-0.6919507
358,-0.31176445,-1.5036294,1.1093812,1.610098
359,0.6094784,0.6029006,0.29239303,0.001597731
360,-0.030112682,-1.0805024,0.9025374,0.1270164
361,-0.22076263,0.9083357,0.10481203,0.7298122
362,-1.8583584,1.4112281,0.729419,1.2026985
363,1.2814459,-0.25439617,0.010405552,-0.9769513
364,-0.88189864,0.794036,0.24426736,2.141688
365,0.54697907,-0.24668446,1.0611728,1.0682882
366,-0.72736204,-0.9331914,0.08789274,-0.79463774
367,0.008997968,-0.42489234,0.5858311,-0.95567805
368,-1.4503598,1.4004828,-0.35344583,-0.73032063
369,-0.63280535,-0.039651074,-0.0383788,1.2163525
370,1.198127,0.07712285,1.1206751,0.11793146
371,0.35806254,-2.067625,0.453538,-1.4385674
372,0.7992577,0.5440071,-0.34524497,-0.2521915
373,0.47202596,0.8849937,0.6678127,-0.23601796
374,0.30204067,-1.1628051,0.2033628,-0.34334025
375,-0.90170306,0.28126344,-1.7485849,-0.037215993
376,0.72020036,0.049170684,-0.57011884,0.19799134
377,-1.0887761,1.1781803,-0.33443567,-0.57513016
378,0.9536713,-0.3000947,0.2891735,-1.9309598
379,1.0085757,0.35253322,0.12875538,-0.4679915
380,-0.92765945,-0.5580388,-1.3475081,0.40957105
381,-1.5744874,0.23214495,0.95805,0.65573275
382,-1.4717523,0.46416733,1.4798808,0.2096201
383,0.660812,-1.9553578,0.5196475,1.2761264
384,-0.4790248,1.9499005,-1.9131222,0.59530944
385,-0.8984732,-0.61899775,1.150206,0.10446678
386,-1.6089293,0.17991813,0.93859303,-1.2905917
387,-0.8576134,0.40160245,-1.0325778,0.5638613
388,-1.173516,-0.46973693,-1.0993565,0.4032723
389,1.6296136,-0.24110346,-0.6365513,1.3414221
390,0.53712225,0.5143728,0.278903,0.016480684
391,-1.1047745,1.0345769,0.86686283,0.6886254
392,-0.7965677,1.1741238,-1.8250325,-0.71840197
393,1.1243343,-1.2551068,-0.36642015,-2.0629401
394,-1.5574467,-0.7046841,0.52744406,0.22331744
395,-0.6698118,0.5327096,0.14737415,0.29957053
396,0.4371453,-0.6530903,0.7768057,-0.42780027
397,-0.32990238,0.35428476,0.5609358,1.0807306
398,1.542667,-1.1827987,0.02443639,-1.0261997
399,1.4980769,-0.87906796,0.48659682,0.6300379
400,0.53630424,0.9606341,0.67169404,-0.48673978
401,-0.47809604,-0.24468464,0.3839029,-1.5952313
402,-0.45583194,-1.4943732,0.41862038,1.3535311
403,-0.77509475,-1.2772181,0.1788663,-0.11990716
404,-1.6296092,-1.8731754,1.3785254,-0.62851465
405,0.1337238,0.62382644,-0.48132616,-1.1305652
406,-0.3819966,-0.016536668,-0.28279173,-1.2588142
407,-0.20868097,-1.0351727,1.6237063,-0.12617284
408,-0.13699813,-0.22792955,-0.25413856,1.2963096
409,0.8755376,-0.09449722,-0.8809904,0.6945811
410,-0.7119148,0.52014923,-0.16712995,-0.6366576
411,0.8660161,0.42720836,1.1671557,0.86517316
412,-0.7289975,1.2961324,-0.8676832,0.5526625
413,-2.8445191,2.774842,-0.71037674,-0.83431965
414,1.025853,-0.1556297,0.24399245,-0.0036460361
415,0.9115588,-0.88532215,0.96669954,-1.3616489
416,-1.1756744,0.6727523,1.3989844,-0.52488035
417,0.16397977,-1.1143793,-0.0030054844,1.3932053
418,0.7066002,0.21408758,0.031260498,-1.1437316
419,-0.026711782,-1.0825126,1.3081564,0.048582215
420,1.0526348,0.02266879,1.3761535,0.15204515
421,-1.4087942,-1.0271164,-1.160889,-1.4617835
422,1.0102961,-1.2250774,-0.5952257,-0.33520377
423,-0.070185885,0.48288986,0.4337097,0.6655816
424,0.59864163,-1.3063852,1.5410932,1.3304312
425,-2.2320797,-0.9494187,-0.38679755,-0.97416055
426,-0.37606096,-0.80223036,1.2863765,-0.73885673
427,-0.0362808,1.0745854,0.03422812,0.0012013105
428,-0.09002181,1.5100329,-0.41757855,-1.6503389
429,-1.100607,0.717498,-0.46706322,-0.5357398
430,-0.35830247,-0.69420624,-0.4317553,1.4002787
431,0.65496325,-0.3242029,0.58404964,-0.27148846
432,-2.1355205,-0.57135075,1.6576654,1.1069264
433,0.61548597,-0.33148924,-0.5489926,-0.37738514
434,-0.29586396,-1.2523906,1.9019415,-0.5261586
435,-0.29564887,-1.127809,-0.68810415,-1.0750582
436,0.66000175,0.88216,1.6241319,0.9489542
437,1.9443718,-0.3809167,0.61959165,-1.393422
438,-0.3616828,0.33252314,1.3886517,-0.512199
439,-0.027080301,1.00395,1.4366359,-0.49555874
440,-1.0721531,1.9959718,1.0821141,0.9349235
441,-0.79800963,1.5944409,0.5110606,-0.68499327
442,-0.326706,-0.7420825,-1.1399946,0.83671105
443,1.2026885,1.7276549,1.2568341,1.113693
444,-0.017103594,-0.07642497,-0.9633829,0.71258014
445,-0.8145551,1.0446643,-0.011134047,0.06456906
446,-0.49539933,-1.9589778,0.9933018,-1.2672404
447,0.94284475,1.4474396,-0.74417067,-0.6753876
448,-0.48604617,-1.9928527,-0.043238766,1.2030575
449,-0.056865606,-0.76030004,1.0774133,3.0689306
450,0.880436,-0.9625748,-1.0942388,0.6158468
451,0.7836752,-0.17358711,0.6800896,-1.8338205
452,-1.6512256,-0.2758064,-2.5646448,-0.023142925
453,-0.7421769,-0.1649108,-2.1590343,-0.09604909
454,0.17689726,-0.52419627,-0.03488138,-1.0049288
455,-0.46077028,-0.58504444,1.1913959,-0.43847707
456,-0.048124,1.2618515,-1.7563447,1.2068914
457,0.81043935,0.018528683,-0.6128191,0.80919933
458,1.7011411,1.3237935,-0.1560275,-1.0507848
459,1.3476325,-1.1742734,2.0346386,1.109811
460,-0.36089903,-1.1764809,0.7396955,0.47803718
461,-0.4052321,-1.3944856,-0.8331308,-0.9601677
462,-0.45983896,-0.25552675,-1.0026095,-0.49126455
463,0.84064937,1.8241668,-0.032534253,-1.222298
464,-0.18495996,-1.1430457,-1.8751657,0.045807615
465,-2.180963,0.7856875,0.59144485,-0.98953307
466,-0.26264623,-0.048230536,0.48585895,1.9558625
467,0.07828393,-0.14980017,-0.52297837,1.177894
468,0.64799744,0.5355277,-0.82699114,1.6165464
469,1.5057803,0.35444972,-0.48557284,-1.0595089
470,0.41760144,-0.058070738,-0.95029247,-1.1763526
471,1.6708343,0.44046587,1.2846771,-1.3918996
472,1.4914336,0.8780481,-0.5828784,0.5462538
473,-0.23952736,-1.1846356,-1.7291961,-1.1565864
474,0.858831,-1.3675756,-0.6087438,-0.7694884
475,1.3421597,0.69903654,0.12590826,1.2222586
476,0.13601059,1.840945,0.020319706,-0.12111096
477,0.8004972,1.3897666,-1.1348782,-1.1053859
478,0.18109901,0.93837464,1.4411334,-0.31677902
479,1.8278346,0.101421006,1.1079581,1.6972996
480,0.896465,-0.3713549,0.6263749,0.18625548
481,-0.23403166,0.5580435,-0.41536692,-1.032736
482,-0.17531851,1.1114241,0.5522555,0.54432076
483,-0.54820067,-1.8319839,-0.17870314,1.1879324
484,0.23257233,-0.07558038,0.5377723,1.0219909
485,1.1545134,1.2422677,-1.553985,1.0597593
486,-1.5494282,-0.13673607,0.14211714,-0.08591114
487,0.1339542,-0.18492211,-0.6197532,-0.6725356
488,0.41882542,-0.14351542,-0.2504216,-0.6212587
489,-0.20918183,1.9239076,0.5377167,-0.052732047
490,0.22310896,0.62225795,-1.23082,1.4469589
491,-2.9881544,-0.7930913,0.6621594,-0.23747177
492,-0.9564031,0.4403808,1.8669608,-0.010922366
493,1.4051068,0.8643739,0.8096128,0.3777357
494,0.4824178,0.0063690864,0.62116563,1.5830352
495,1.3091934,1.2687906,-2.4988637,0.1481154
496,0.865328,0.4163179,0.088178106,0.76060647
497,0.5398244,2.0569189,-0.800792,0.23488939
498,1.0677975,0.6234719,-0.3935697,-0.06206185
499,-0.18533169,0.13786292,0.98097175,-0.26227173
500,1.4812838,1.2453231,-1.7311531,0.24882576
501,0.2932409,0.3465084,-0.9142781,0.94402295
502,1.1443086,-0.81901634,0.37041214,-0.0956774
503,0.12472875,0.6552764,-0.33335873,-0.20745996
